GSE100349	GSM2679008	cDNA	Rattus norvegicus	RNA-Seq	Rat-OB2-WTTS
GSE100349	GSM2679009	cDNA	Rattus norvegicus	RNA-Seq	Rat-OB3-WTTS
GSE100349	GSM2679010	cDNA	Rattus norvegicus	RNA-Seq	Rat-OB4-WTTS
GSE100349	GSM2679011	cDNA	Rattus norvegicus	RNA-Seq	Rat-Control1-WTTS
GSE100349	GSM2679012	cDNA	Rattus norvegicus	RNA-Seq	Rat-Control2-WTTS
GSE100349	GSM2679013	cDNA	Rattus norvegicus	RNA-Seq	Rat-Control3-WTTS
GSE100349	GSM2679014	cDNA	Rattus norvegicus	RNA-Seq	Rat-Control4-WTTS
GSE100355	GSM2679434	cDNA	Rattus norvegicus	RNA-Seq	VSMC_DN4
GSE100355	GSM2679435	cDNA	Rattus norvegicus	RNA-Seq	VSMC_DL4
GSE100355	GSM2679436	cDNA	Rattus norvegicus	RNA-Seq	VSMC_DK4
GSE100355	GSM2679437	cDNA	Rattus norvegicus	RNA-Seq	mcPC_DN2
GSE100355	GSM2679438	cDNA	Rattus norvegicus	RNA-Seq	mcPC_DL2
GSE100355	GSM2679439	cDNA	Rattus norvegicus	RNA-Seq	mcPC_DK2
GSE100454	GSM2683306	cDNA	Rattus norvegicus	RNA-Seq	Control 1
GSE100454	GSM2683307	cDNA	Rattus norvegicus	RNA-Seq	Control 2
GSE100454	GSM2683308	cDNA	Rattus norvegicus	RNA-Seq	Control 3
GSE100454	GSM2683309	cDNA	Rattus norvegicus	RNA-Seq	CVS 1
GSE100454	GSM2683310	cDNA	Rattus norvegicus	RNA-Seq	CVS 2
GSE100454	GSM2683311	cDNA	Rattus norvegicus	RNA-Seq	CS 1
GSE100454	GSM2683312	cDNA	Rattus norvegicus	RNA-Seq	CS 2
GSE100505	GSM2685493	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_M1
GSE100505	GSM2685494	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_M2
GSE100505	GSM2685495	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_M3
GSE100505	GSM2685496	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_M4
GSE100505	GSM2685497	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_M5
GSE100505	GSM2685498	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_M6
GSE100505	GSM2685499	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_F1
GSE100505	GSM2685500	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_F2
GSE100505	GSM2685501	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_F3
GSE100505	GSM2685502	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_F4
GSE100505	GSM2685503	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_F5
GSE100505	GSM2685504	cDNA	Rattus norvegicus	RNA-Seq	RAT_EDL_F6
GSE100505	GSM2685505	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_M1
GSE100505	GSM2685506	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_M2
GSE100505	GSM2685507	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_M3
GSE100505	GSM2685508	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_M4
GSE100505	GSM2685509	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_M5
GSE100505	GSM2685510	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_M6
GSE100505	GSM2685511	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_F1
GSE100505	GSM2685512	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_F2
GSE100505	GSM2685513	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_F3
GSE100505	GSM2685514	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_F4
GSE100505	GSM2685515	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_F5
GSE100505	GSM2685516	cDNA	Rattus norvegicus	RNA-Seq	RAT_SOL_F6
GSE100631	GSM2689747	cDNA	Rattus norvegicus	RNA-Seq	WT rep1
GSE100631	GSM2689748	cDNA	Rattus norvegicus	RNA-Seq	WT rep2
GSE100631	GSM2689749	cDNA	Rattus norvegicus	RNA-Seq	WT rep3
GSE100631	GSM2689750	cDNA	Rattus norvegicus	RNA-Seq	UUO rep1
GSE100631	GSM2689751	cDNA	Rattus norvegicus	RNA-Seq	UUO rep2
GSE100631	GSM2689752	cDNA	Rattus norvegicus	RNA-Seq	UUO rep3
GSE100632	GSM2689753	cDNA	Rattus norvegicus	RNA-Seq	WT
GSE100632	GSM2689754	cDNA	Rattus norvegicus	RNA-Seq	UUO
GSE100633	GSM2689753	cDNA	Rattus norvegicus	RNA-Seq	WT
GSE100633	GSM2689754	cDNA	Rattus norvegicus	RNA-Seq	UUO
GSE100633	GSM2689747	cDNA	Rattus norvegicus	RNA-Seq	WT rep1
GSE100633	GSM2689748	cDNA	Rattus norvegicus	RNA-Seq	WT rep2
GSE100633	GSM2689749	cDNA	Rattus norvegicus	RNA-Seq	WT rep3
GSE100633	GSM2689750	cDNA	Rattus norvegicus	RNA-Seq	UUO rep1
GSE100633	GSM2689751	cDNA	Rattus norvegicus	RNA-Seq	UUO rep2
GSE100633	GSM2689752	cDNA	Rattus norvegicus	RNA-Seq	UUO rep3
GSE101153	GSM2699989	cDNA	Rattus norvegicus	RNA-Seq	SC_Control_1
GSE101153	GSM2699990	cDNA	Rattus norvegicus	RNA-Seq	SC_Control_2
GSE101153	GSM2699991	cDNA	Rattus norvegicus	RNA-Seq	SC_Control_3
GSE101153	GSM2699992	cDNA	Rattus norvegicus	RNA-Seq	SC_cAMP_1
GSE101153	GSM2699993	cDNA	Rattus norvegicus	RNA-Seq	SC_cAMP_2
GSE101153	GSM2699994	cDNA	Rattus norvegicus	RNA-Seq	SC_cAMP_3
GSE101798	GSM2715971	cDNA	Rattus norvegicus	RNA-Seq	R1922_CA1_Y
GSE101798	GSM2715972	cDNA	Rattus norvegicus	RNA-Seq	R1922_CA3_Y
GSE101798	GSM2715973	cDNA	Rattus norvegicus	RNA-Seq	R1922_DG_Y
GSE101798	GSM2715974	cDNA	Rattus norvegicus	RNA-Seq	R1923_CA1_Y
GSE101798	GSM2715975	cDNA	Rattus norvegicus	RNA-Seq	R1923_CA3_Y
GSE101798	GSM2715976	cDNA	Rattus norvegicus	RNA-Seq	R1923_DG_Y
GSE101798	GSM2715977	cDNA	Rattus norvegicus	RNA-Seq	R1930_CA1_OG
GSE101798	GSM2715978	cDNA	Rattus norvegicus	RNA-Seq	R1930_CA3_OG
GSE101798	GSM2715979	cDNA	Rattus norvegicus	RNA-Seq	R1930_DG_OG
GSE101798	GSM2715980	cDNA	Rattus norvegicus	RNA-Seq	R1931_CA1_OB
GSE101798	GSM2715981	cDNA	Rattus norvegicus	RNA-Seq	R1931_CA3_OB
GSE101798	GSM2715982	cDNA	Rattus norvegicus	RNA-Seq	R1931_DG_OB
GSE101798	GSM2715983	cDNA	Rattus norvegicus	RNA-Seq	R2175_CA1_Y
GSE101798	GSM2715984	cDNA	Rattus norvegicus	RNA-Seq	R2175_CA3_Y
GSE101798	GSM2715985	cDNA	Rattus norvegicus	RNA-Seq	R2175_DG_Y
GSE101798	GSM2715986	cDNA	Rattus norvegicus	RNA-Seq	R2176_CA1_Y
GSE101798	GSM2715987	cDNA	Rattus norvegicus	RNA-Seq	R2176_CA3_Y
GSE101798	GSM2715988	cDNA	Rattus norvegicus	RNA-Seq	R2176_DG_Y
GSE101798	GSM2715989	cDNA	Rattus norvegicus	RNA-Seq	R2182_CA1_OB
GSE101798	GSM2715990	cDNA	Rattus norvegicus	RNA-Seq	R2182_CA3_OB
GSE101798	GSM2715991	cDNA	Rattus norvegicus	RNA-Seq	R2182_DG_OB
GSE101798	GSM2715992	cDNA	Rattus norvegicus	RNA-Seq	R2184_CA1_OG
GSE101798	GSM2715993	cDNA	Rattus norvegicus	RNA-Seq	R2184_CA3_OG
GSE101798	GSM2715994	cDNA	Rattus norvegicus	RNA-Seq	R2184_DG_OG
GSE101798	GSM2715995	cDNA	Rattus norvegicus	RNA-Seq	R2185_CA1_OG
GSE101798	GSM2715996	cDNA	Rattus norvegicus	RNA-Seq	R2185_CA3_OG
GSE101798	GSM2715997	cDNA	Rattus norvegicus	RNA-Seq	R2185_DG_OG
GSE101798	GSM2715998	cDNA	Rattus norvegicus	RNA-Seq	R2189_CA1_OB
GSE101798	GSM2715999	cDNA	Rattus norvegicus	RNA-Seq	R2189_CA3_OB
GSE101798	GSM2716000	cDNA	Rattus norvegicus	RNA-Seq	R2189_DG_OB
GSE101798	GSM2716001	cDNA	Rattus norvegicus	RNA-Seq	R2221_CA1_Y
GSE101798	GSM2716002	cDNA	Rattus norvegicus	RNA-Seq	R2221_CA3_Y
GSE101798	GSM2716003	cDNA	Rattus norvegicus	RNA-Seq	R2221_DG_Y
GSE101798	GSM2716004	cDNA	Rattus norvegicus	RNA-Seq	R2230_CA1_OG
GSE101798	GSM2716005	cDNA	Rattus norvegicus	RNA-Seq	R2230_CA3_OG
GSE101798	GSM2716006	cDNA	Rattus norvegicus	RNA-Seq	R2230_DG_OG
GSE101798	GSM2716007	cDNA	Rattus norvegicus	RNA-Seq	R2231_CA1_OB
GSE101798	GSM2716008	cDNA	Rattus norvegicus	RNA-Seq	R2231_CA3_OB
GSE101798	GSM2716009	cDNA	Rattus norvegicus	RNA-Seq	R2231_DG_OB
GSE101798	GSM2716010	cDNA	Rattus norvegicus	RNA-Seq	R2232_CA1_OG
GSE101798	GSM2716011	cDNA	Rattus norvegicus	RNA-Seq	R2232_CA3_OG
GSE101798	GSM2716012	cDNA	Rattus norvegicus	RNA-Seq	R2232_DG_OG
GSE101798	GSM2716013	cDNA	Rattus norvegicus	RNA-Seq	R2233_CA1_OB
GSE101798	GSM2716014	cDNA	Rattus norvegicus	RNA-Seq	R2233_CA3_OB
GSE101798	GSM2716015	cDNA	Rattus norvegicus	RNA-Seq	R2233_DG_OB
GSE101798	GSM2716016	cDNA	Rattus norvegicus	RNA-Seq	R2235_CA1_OB
GSE101798	GSM2716017	cDNA	Rattus norvegicus	RNA-Seq	R2235_CA3_OB
GSE101798	GSM2716018	cDNA	Rattus norvegicus	RNA-Seq	R2235_DG_OB
GSE101798	GSM2716019	cDNA	Rattus norvegicus	RNA-Seq	R2237_CA1_OG
GSE101798	GSM2716020	cDNA	Rattus norvegicus	RNA-Seq	R2237_CA3_OG
GSE101798	GSM2716021	cDNA	Rattus norvegicus	RNA-Seq	R2237_DG_OG
GSE101798	GSM2716022	cDNA	Rattus norvegicus	RNA-Seq	R2238_CA1_OB
GSE101798	GSM2716023	cDNA	Rattus norvegicus	RNA-Seq	R2238_CA3_OB
GSE101798	GSM2716024	cDNA	Rattus norvegicus	RNA-Seq	R2238_DG_OB
GSE101798	GSM2716025	cDNA	Rattus norvegicus	RNA-Seq	R9780_CA1_Y
GSE101798	GSM2716026	cDNA	Rattus norvegicus	RNA-Seq	R9780_CA3_Y
GSE101798	GSM2716027	cDNA	Rattus norvegicus	RNA-Seq	R9780_DG_Y
GSE101798	GSM2716028	cDNA	Rattus norvegicus	RNA-Seq	R9781_CA1_OB
GSE101798	GSM2716029	cDNA	Rattus norvegicus	RNA-Seq	R9781_CA3_OB
GSE101798	GSM2716030	cDNA	Rattus norvegicus	RNA-Seq	R9781_DG_OB
GSE101798	GSM2716031	cDNA	Rattus norvegicus	RNA-Seq	R9782_CA1_OG
GSE101798	GSM2716032	cDNA	Rattus norvegicus	RNA-Seq	R9782_CA3_OG
GSE101798	GSM2716033	cDNA	Rattus norvegicus	RNA-Seq	R9782_DG_OG
GSE101798	GSM2716034	cDNA	Rattus norvegicus	RNA-Seq	R9860_CA1_OG
GSE101798	GSM2716035	cDNA	Rattus norvegicus	RNA-Seq	R9860_CA3_OG
GSE101798	GSM2716036	cDNA	Rattus norvegicus	RNA-Seq	R9860_DG_OG
GSE101798	GSM2716037	cDNA	Rattus norvegicus	RNA-Seq	R9862_CA1_OG
GSE101798	GSM2716038	cDNA	Rattus norvegicus	RNA-Seq	R9862_CA3_OG
GSE101798	GSM2716039	cDNA	Rattus norvegicus	RNA-Seq	R9862_DG_OG
GSE101798	GSM2716040	cDNA	Rattus norvegicus	RNA-Seq	R9865_CA1_OG
GSE101798	GSM2716041	cDNA	Rattus norvegicus	RNA-Seq	R9865_CA3_OG
GSE101798	GSM2716042	cDNA	Rattus norvegicus	RNA-Seq	R9865_DG_OG
GSE101798	GSM2716043	cDNA	Rattus norvegicus	RNA-Seq	R9867_CA1_OG
GSE101798	GSM2716044	cDNA	Rattus norvegicus	RNA-Seq	R9867_CA3_OG
GSE101798	GSM2716045	cDNA	Rattus norvegicus	RNA-Seq	R9867_DG_OG
GSE101798	GSM2716046	cDNA	Rattus norvegicus	RNA-Seq	R9869_CA1_OG
GSE101798	GSM2716047	cDNA	Rattus norvegicus	RNA-Seq	R9869_CA3_OG
GSE101798	GSM2716048	cDNA	Rattus norvegicus	RNA-Seq	R9869_DG_OG
GSE101798	GSM2716049	cDNA	Rattus norvegicus	RNA-Seq	R9870_CA1_OB
GSE101798	GSM2716050	cDNA	Rattus norvegicus	RNA-Seq	R9870_CA3_OB
GSE101798	GSM2716051	cDNA	Rattus norvegicus	RNA-Seq	R9870_DG_OB
GSE101798	GSM2716052	cDNA	Rattus norvegicus	RNA-Seq	R9872_CA1_OB
GSE101798	GSM2716053	cDNA	Rattus norvegicus	RNA-Seq	R9872_CA3_OB
GSE101798	GSM2716054	cDNA	Rattus norvegicus	RNA-Seq	R9872_DG_OB
GSE101798	GSM2716055	cDNA	Rattus norvegicus	RNA-Seq	R9874_CA1_OB
GSE101798	GSM2716056	cDNA	Rattus norvegicus	RNA-Seq	R9874_CA3_OB
GSE101798	GSM2716057	cDNA	Rattus norvegicus	RNA-Seq	R9874_DG_OB
GSE101798	GSM2716058	cDNA	Rattus norvegicus	RNA-Seq	R9875_CA1_OB
GSE101798	GSM2716059	cDNA	Rattus norvegicus	RNA-Seq	R9875_CA3_OB
GSE101798	GSM2716060	cDNA	Rattus norvegicus	RNA-Seq	R9875_DG_OB
GSE101798	GSM2716061	cDNA	Rattus norvegicus	RNA-Seq	R9876_CA1_Y
GSE101798	GSM2716062	cDNA	Rattus norvegicus	RNA-Seq	R9876_CA3_Y
GSE101798	GSM2716063	cDNA	Rattus norvegicus	RNA-Seq	R9876_DG_Y
GSE101798	GSM2716064	cDNA	Rattus norvegicus	RNA-Seq	R9877_CA1_Y
GSE101798	GSM2716065	cDNA	Rattus norvegicus	RNA-Seq	R9877_CA3_Y
GSE101798	GSM2716066	cDNA	Rattus norvegicus	RNA-Seq	R9877_DG_Y
GSE101798	GSM2716067	cDNA	Rattus norvegicus	RNA-Seq	R9879_CA1_Y
GSE101798	GSM2716068	cDNA	Rattus norvegicus	RNA-Seq	R9879_CA3_Y
GSE101798	GSM2716069	cDNA	Rattus norvegicus	RNA-Seq	R9879_DG_Y
GSE101798	GSM2716070	cDNA	Rattus norvegicus	RNA-Seq	R9881_CA1_Y
GSE101798	GSM2716071	cDNA	Rattus norvegicus	RNA-Seq	R9881_CA3_Y
GSE101798	GSM2716072	cDNA	Rattus norvegicus	RNA-Seq	R9881_DG_Y
GSE102003	GSM2720292	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 1h rep 1
GSE102003	GSM2720293	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 1h rep 2
GSE102003	GSM2720294	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 1h rep 3
GSE102003	GSM2720295	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 1h rep 4
GSE102003	GSM2720296	cDNA	Rattus norvegicus	RNA-Seq	Control 1h rep 1
GSE102003	GSM2720297	cDNA	Rattus norvegicus	RNA-Seq	Control 1h rep 2
GSE102003	GSM2720298	cDNA	Rattus norvegicus	RNA-Seq	Control 1h rep 3
GSE102003	GSM2720299	cDNA	Rattus norvegicus	RNA-Seq	Control 1h rep 4
GSE102003	GSM2720300	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 1h rep 1
GSE102003	GSM2720301	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 1h rep 2
GSE102003	GSM2720302	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 1h rep 3
GSE102003	GSM2720303	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 1h rep 4
GSE102003	GSM2720304	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 6h rep 1
GSE102003	GSM2720305	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 6h rep 2
GSE102003	GSM2720306	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 6h rep 3
GSE102003	GSM2720307	cDNA	Rattus norvegicus	RNA-Seq	GLP-1 6h rep 4
GSE102003	GSM2720308	cDNA	Rattus norvegicus	RNA-Seq	Control 6h rep 1
GSE102003	GSM2720309	cDNA	Rattus norvegicus	RNA-Seq	Control 6h rep 2
GSE102003	GSM2720310	cDNA	Rattus norvegicus	RNA-Seq	Control 6h rep 3
GSE102003	GSM2720311	cDNA	Rattus norvegicus	RNA-Seq	Control 6h rep 4
GSE102003	GSM2720312	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 6h rep 1
GSE102003	GSM2720313	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 6h rep 2
GSE102003	GSM2720314	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 6h rep 3
GSE102003	GSM2720315	cDNA	Rattus norvegicus	RNA-Seq	BMS-21 6h rep 4
GSE102531	GSM2740199	cDNA	Rattus norvegicus	RNA-Seq	cardioPE1_RNAseq
GSE102531	GSM2740200	cDNA	Rattus norvegicus	RNA-Seq	cardioPE2_RNAseq
GSE102531	GSM2740201	cDNA	Rattus norvegicus	RNA-Seq	cardioPE3_RNAseq
GSE102531	GSM2740202	cDNA	Rattus norvegicus	RNA-Seq	cardioSFM1_RNAseq
GSE102531	GSM2740203	cDNA	Rattus norvegicus	RNA-Seq	cardioSFM2_RNAseq
GSE102531	GSM2740204	cDNA	Rattus norvegicus	RNA-Seq	cardioSFM3_RNAseq
GSE102531	GSM2740205	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-PE1_RNAseq
GSE102531	GSM2740206	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-PE2_RNAseq
GSE102531	GSM2740207	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-SFM1_RNAseq
GSE102531	GSM2740208	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-SFM2_RNAseq
GSE102532	GSM2740199	cDNA	Rattus norvegicus	RNA-Seq	cardioPE1_RNAseq
GSE102532	GSM2740200	cDNA	Rattus norvegicus	RNA-Seq	cardioPE2_RNAseq
GSE102532	GSM2740201	cDNA	Rattus norvegicus	RNA-Seq	cardioPE3_RNAseq
GSE102532	GSM2740202	cDNA	Rattus norvegicus	RNA-Seq	cardioSFM1_RNAseq
GSE102532	GSM2740203	cDNA	Rattus norvegicus	RNA-Seq	cardioSFM2_RNAseq
GSE102532	GSM2740204	cDNA	Rattus norvegicus	RNA-Seq	cardioSFM3_RNAseq
GSE102532	GSM2740205	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-PE1_RNAseq
GSE102532	GSM2740206	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-PE2_RNAseq
GSE102532	GSM2740207	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-SFM1_RNAseq
GSE102532	GSM2740208	cDNA	Rattus norvegicus	RNA-Seq	cardiacFibro-SFM2_RNAseq
GSE102546	GSM2740536	cDNA	Rattus norvegicus	RNA-Seq	1671_SHR
GSE102546	GSM2740537	cDNA	Rattus norvegicus	RNA-Seq	1672_SHR
GSE102546	GSM2740538	cDNA	Rattus norvegicus	RNA-Seq	1673_SHR
GSE102546	GSM2740539	cDNA	Rattus norvegicus	RNA-Seq	2139_MWF
GSE102546	GSM2740540	cDNA	Rattus norvegicus	RNA-Seq	2141_MWF
GSE102546	GSM2740541	cDNA	Rattus norvegicus	RNA-Seq	2142_MWF
GSE102609	GSM2741727	cDNA	Rattus norvegicus	RNA-Seq	PE_shcontrol_1
GSE102609	GSM2741728	cDNA	Rattus norvegicus	RNA-Seq	PE_shcontrol_2
GSE102609	GSM2741729	cDNA	Rattus norvegicus	RNA-Seq	PE_TSA_shcontrol_1
GSE102609	GSM2741730	cDNA	Rattus norvegicus	RNA-Seq	PE_TSA_shcontrol_2
GSE102609	GSM2741731	cDNA	Rattus norvegicus	RNA-Seq	PE_TSA_shJIP1_1
GSE102609	GSM2741732	cDNA	Rattus norvegicus	RNA-Seq	PE_TSA_shJIP1_2
GSE102770	GSM2746255	cDNA	Rattus norvegicus	RNA-Seq	NC-NRCM
GSE102770	GSM2746256	cDNA	Rattus norvegicus	RNA-Seq	LRP6 KD-NRCM
GSE102811	GSM2746662	cDNA	Rattus norvegicus	RNA-Seq	21709
GSE102811	GSM2746663	cDNA	Rattus norvegicus	RNA-Seq	21710
GSE102811	GSM2746664	cDNA	Rattus norvegicus	RNA-Seq	21711
GSE102811	GSM2746665	cDNA	Rattus norvegicus	RNA-Seq	21712
GSE102811	GSM2746666	cDNA	Rattus norvegicus	RNA-Seq	21716
GSE102811	GSM2746667	cDNA	Rattus norvegicus	RNA-Seq	21717
GSE102811	GSM2746668	cDNA	Rattus norvegicus	RNA-Seq	21719
GSE102811	GSM2746669	cDNA	Rattus norvegicus	RNA-Seq	21721
GSE102946	GSM2750963	cDNA	Rattus norvegicus	RNA-Seq	DMSO-rep1
GSE102946	GSM2750964	cDNA	Rattus norvegicus	RNA-Seq	DMSO-rep2
GSE102946	GSM2750965	cDNA	Rattus norvegicus	RNA-Seq	DMSO-rep3
GSE102946	GSM2750966	cDNA	Rattus norvegicus	RNA-Seq	WIN-rep1
GSE102946	GSM2750967	cDNA	Rattus norvegicus	RNA-Seq	WIN-rep2
GSE102946	GSM2750968	cDNA	Rattus norvegicus	RNA-Seq	WIN-rep3
GSE103011	GSM2752505	cDNA	Rattus norvegicus	RNA-Seq	VMP_Tag_seq
GSE103011	GSM2752506	cDNA	Rattus norvegicus	RNA-Seq	SU_Tag_seq
GSE103011	GSM2778522	cDNA	Rattus norvegicus	RNA-Seq	VMP_RNA-sequencing
GSE103011	GSM2778523	cDNA	Rattus norvegicus	RNA-Seq	SU_RNA-sequencing
GSE103011	GSM2778524	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_50
GSE103011	GSM2778525	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_06
GSE103011	GSM2778526	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_05
GSE103011	GSM2778527	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_53
GSE103011	GSM2778528	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_54
GSE103011	GSM2778529	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_09
GSE103011	GSM2778530	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_08
GSE103011	GSM2778531	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_55
GSE103011	GSM2778532	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_56
GSE103011	GSM2778533	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_10
GSE103011	GSM2778534	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_60
GSE103011	GSM2778535	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_15
GSE103011	GSM2778536	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_13
GSE103011	GSM2778537	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_62
GSE103011	GSM2778538	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_63
GSE103011	GSM2778539	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_16
GSE103011	GSM2778540	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_64
GSE103011	GSM2778541	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_65
GSE103011	GSM2778542	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_66
GSE103011	GSM2778543	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_21
GSE103011	GSM2778544	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_20
GSE103011	GSM2778545	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_24
GSE103011	GSM2778546	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_23
GSE103011	GSM2778547	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_72
GSE103011	GSM2778548	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_25
GSE103011	GSM2778549	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_26
GSE103011	GSM2778550	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_27
GSE103011	GSM2778551	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_73
GSE103011	GSM2778552	cDNA	Rattus norvegicus	RNA-Seq	VMP_scRNA_seq_cell_28
